Accel X,Accel Y,Accel Z,MoCap X,Mocap Y,Mocap Z,Classification
-9.323890,1.161027,-6.995710,-0.136100,0.872400,-1.015200,2
-9.284663,1.161027,-6.995710,-0.136100,0.872400,-1.015300,2
-9.284663,1.161027,-6.995710,-0.136100,0.872400,-1.015400,2
-9.323890,1.161027,-6.995710,-0.136100,0.872500,-1.015500,2
-9.363116,1.121800,-7.034937,-0.136200,0.872600,-1.015600,2
-9.402342,1.121800,-7.074163,-0.136200,0.872600,-1.015700,2
-9.441569,1.121800,-7.034937,-0.136200,0.872600,-1.015900,2
-9.441569,1.121800,-7.034937,-0.136200,0.872600,-1.016000,2
-9.402342,1.161027,-7.074163,-0.136200,0.872700,-1.016100,2
-9.363116,1.200253,-6.995710,-0.136200,0.872700,-1.016200,2
-9.363116,1.200253,-6.995710,-0.136300,0.872700,-1.016400,2
-9.284663,1.200253,-6.995710,-0.136300,0.872700,-1.016500,2
-9.284663,1.200253,-7.034937,-0.136300,0.872800,-1.016600,2
-9.284663,1.200253,-6.995710,-0.136300,0.872800,-1.016800,2
-9.284663,1.200253,-6.995710,-0.136400,0.872800,-1.016900,2
-9.284663,1.161027,-7.074163,-0.136400,0.872900,-1.017100,2
-9.245436,1.121800,-7.074163,-0.136400,0.872900,-1.017200,2
-9.245436,1.121800,-7.074163,-0.136500,0.872900,-1.017300,2
-9.245436,1.121800,-6.995710,-0.136500,0.872900,-1.017400,2
-9.245436,1.161027,-6.995710,-0.136600,0.873000,-1.017600,2
-9.245436,1.121800,-6.995710,-0.136600,0.873000,-1.017700,2
-9.245436,1.121800,-6.995710,-0.136700,0.873000,-1.017900,2
-9.245436,1.121800,-6.995710,-0.136700,0.873100,-1.018000,2
-9.323890,1.121800,-6.995710,-0.136800,0.873100,-1.018200,2
-9.323890,1.161027,-7.034937,-0.136900,0.873100,-1.018300,2
-9.323890,1.161027,-7.034937,-0.136900,0.873100,-1.018500,2
-9.363116,1.161027,-6.956484,-0.137000,0.873100,-1.018700,2
-9.323890,1.200253,-6.995710,-0.137000,0.873200,-1.018900,2
-9.284663,1.200253,-7.034937,-0.137100,0.873100,-1.019000,2
-9.284663,1.200253,-7.034937,-0.137200,0.873100,-1.019100,2
-9.402342,1.200253,-7.034937,-0.137200,0.873200,-1.019300,2
-9.323890,1.239480,-7.074163,-0.137300,0.873200,-1.019500,2
-9.323890,1.239480,-7.074163,-0.137300,0.873200,-1.019600,2
-9.441569,1.239480,-7.034937,-0.137400,0.873200,-1.019800,2
-9.402342,1.239480,-6.995710,-0.137400,0.873200,-1.019900,2
-9.323890,1.200253,-6.995710,-0.137400,0.873200,-1.020100,2
-9.323890,1.161027,-6.878031,-0.137400,0.873200,-1.020200,2
-9.323890,1.161027,-6.878031,-0.137400,0.873200,-1.020400,2
-9.323890,1.161027,-6.956484,-0.137500,0.873300,-1.020500,2
-9.402342,1.161027,-6.956484,-0.137500,0.873300,-1.020600,2
-9.402342,1.161027,-6.956484,-0.137500,0.873300,-1.020800,2
-9.441569,1.200253,-6.995710,-0.137500,0.873300,-1.020900,2
-9.402342,1.161027,-6.956484,-0.137600,0.873400,-1.021000,2
-9.323890,1.200253,-6.956484,-0.137600,0.873400,-1.021200,2
-9.323890,1.200253,-6.956484,-0.137600,0.873300,-1.021300,2
-9.323890,1.200253,-6.878031,-0.137600,0.873300,-1.021400,2
-9.323890,1.239480,-6.878031,-0.137600,0.873300,-1.021600,2
-9.363116,1.239480,-6.878031,-0.137600,0.873300,-1.021700,2
-9.323890,1.200253,-6.878031,-0.137600,0.873300,-1.021800,2
-9.323890,1.200253,-6.878031,-0.137600,0.873300,-1.022000,2
-9.284663,1.239480,-6.838804,-0.137600,0.873300,-1.022100,2
-9.245436,1.200253,-6.917257,-0.137600,0.873300,-1.022300,2
-9.245436,1.200253,-6.917257,-0.137600,0.873400,-1.022400,2
-9.206209,1.200253,-6.878031,-0.137500,0.873400,-1.022500,2
-9.245436,1.200253,-6.838804,-0.137500,0.873400,-1.022600,2
-9.245436,1.200253,-6.917257,-0.137500,0.873400,-1.022700,2
-9.245436,1.200253,-6.917257,-0.137400,0.873500,-1.022800,2
-9.284663,1.161027,-6.878031,-0.137400,0.873500,-1.022900,2
-9.245436,1.161027,-6.878031,-0.137400,0.873500,-1.023000,2
-9.245436,1.161027,-6.878031,-0.137300,0.873600,-1.023100,2
-9.245436,1.121800,-6.917257,-0.137300,0.873600,-1.023200,2
-9.284663,1.121800,-6.917257,-0.137200,0.873600,-1.023200,2
-9.284663,1.161027,-6.917257,-0.137200,0.873700,-1.023300,2
-9.284663,1.121800,-6.917257,-0.137200,0.873800,-1.023400,2
-9.284663,1.121800,-6.917257,-0.137200,0.873900,-1.023500,2
-9.284663,1.161027,-6.917257,-0.137100,0.873900,-1.023500,2
-9.284663,1.161027,-6.917257,-0.137100,0.874000,-1.023500,2
-9.284663,1.161027,-6.917257,-0.137000,0.874000,-1.023500,2
-9.284663,1.161027,-6.956484,-0.137000,0.874100,-1.023600,2
-9.284663,1.200253,-6.956484,-0.137000,0.874200,-1.023600,2
-9.323890,1.200253,-6.956484,-0.136900,0.874200,-1.023600,2
-9.323890,1.200253,-6.956484,-0.136900,0.874300,-1.023600,2
-9.323890,1.200253,-6.956484,-0.136900,0.874400,-1.023600,2
-9.323890,1.121800,-6.956484,-0.136800,0.874400,-1.023600,2
-9.323890,1.161027,-6.956484,-0.136800,0.874500,-1.023500,2
-9.323890,1.161027,-6.956484,-0.136800,0.874600,-1.023500,2
-9.284663,1.161027,-6.995710,-0.136800,0.874600,-1.023500,2
-9.323890,1.161027,-6.995710,-0.136800,0.874600,-1.023400,2
-9.363116,1.161027,-6.956484,-0.136800,0.874600,-1.023400,2
-9.284663,1.161027,-7.034937,-0.136800,0.874700,-1.023300,2
-9.245436,1.161027,-6.995710,-0.136800,0.874700,-1.023300,2
-9.245436,1.161027,-6.995710,-0.136900,0.874800,-1.023300,2
-9.245436,1.161027,-6.995710,-0.136900,0.874900,-1.023200,2
-9.245436,1.200253,-6.995710,-0.136900,0.874900,-1.023200,2
-9.206209,1.082574,-7.034937,-0.137000,0.875000,-1.023200,2
-9.206209,1.082574,-7.034937,-0.137000,0.875100,-1.023100,2
-9.284663,1.161027,-7.034937,-0.137100,0.875100,-1.023100,2
-9.284663,1.161027,-7.034937,-0.137100,0.875200,-1.023100,2
-9.284663,1.200253,-6.995710,-0.137100,0.875200,-1.023100,2
-9.284663,1.200253,-6.995710,-0.137100,0.875300,-1.023000,2
-9.206209,1.161027,-6.995710,-0.137200,0.875300,-1.023000,2
-9.245436,1.161027,-6.956484,-0.137200,0.875400,-1.023000,2
-9.245436,1.161027,-6.956484,-0.137200,0.875400,-1.023000,2
-9.284663,1.200253,-6.956484,-0.137300,0.875400,-1.023100,2
-9.284663,1.239480,-6.956484,-0.137300,0.875400,-1.023100,2
-9.284663,1.239480,-6.956484,-0.137300,0.875500,-1.023100,2
-9.284663,1.239480,-6.995710,-0.137300,0.875500,-1.023200,2
-9.284663,1.239480,-6.956484,-0.137300,0.875400,-1.023200,2
-9.284663,1.200253,-6.956484,-0.137300,0.875400,-1.023300,2
-9.284663,1.200253,-6.956484,-0.137400,0.875400,-1.023400,2
-9.245436,1.200253,-6.956484,-0.137400,0.875400,-1.023500,2
-9.284663,1.278707,-6.917257,-0.137400,0.875400,-1.023500,2
-9.284663,1.278707,-6.917257,-0.137500,0.875500,-1.023600,2
-9.284663,1.278707,-6.956484,-0.137500,0.875400,-1.023700,2
-9.245436,1.278707,-6.917257,-0.137500,0.875400,-1.023800,2
-9.245436,1.278707,-6.838804,-0.137600,0.875400,-1.023900,2
-9.245436,1.357160,-6.838804,-0.137500,0.875300,-1.024000,2
-9.245436,1.357160,-6.838804,-0.137500,0.875200,-1.024100,2
-9.245436,1.357160,-6.878031,-0.137500,0.875200,-1.024200,2
-9.245436,1.357160,-6.838804,-0.137600,0.875200,-1.024400,2
-9.166983,1.435613,-6.838804,-0.137600,0.875200,-1.024500,2
-9.166983,1.435613,-6.838804,-0.137600,0.875200,-1.024600,2
-9.166983,1.435613,-6.799577,-0.137600,0.875100,-1.024700,2
-9.206209,1.474840,-6.799577,-0.137600,0.875100,-1.024800,2
-9.206209,1.474840,-6.799577,-0.137600,0.875000,-1.024900,2
-9.245436,1.435613,-6.878031,-0.137600,0.875000,-1.025000,2
-9.245436,1.435613,-6.878031,-0.137600,0.875000,-1.025100,2
-9.206209,1.435613,-6.917257,-0.137600,0.874900,-1.025200,2
-9.245436,1.514066,-6.878031,-0.137600,0.874900,-1.025300,2
-9.245436,1.514066,-6.878031,-0.137500,0.874900,-1.025400,2
-9.245436,1.553293,-6.799577,-0.137500,0.874800,-1.025500,2
-9.206209,1.553293,-6.760351,-0.137400,0.874800,-1.025600,2
-9.127756,1.592519,-6.721124,-0.137400,0.874800,-1.025700,2
-9.088530,1.670973,-6.721124,-0.137300,0.874700,-1.025700,2
-9.088530,1.670973,-6.721124,-0.137300,0.874700,-1.025800,2
-9.088530,1.592519,-6.760351,-0.137200,0.874700,-1.025800,2
-9.206209,1.631746,-6.721124,-0.137100,0.874700,-1.025900,2
-9.206209,1.631746,-6.721124,-0.137000,0.874600,-1.025900,2
-9.323890,1.553293,-6.760351,-0.136800,0.874500,-1.025900,2
-9.402342,1.396386,-6.760351,-0.136700,0.874500,-1.025900,2
-9.402342,1.278707,-6.799577,-0.136500,0.874500,-1.025800,2
-9.480796,1.161027,-6.878031,-0.136400,0.874600,-1.025800,2
-9.245436,1.945559,-7.152617,-0.136200,0.874600,-1.025800,2
-9.363116,1.788652,-7.113390,-0.136000,0.874500,-1.025800,2
-9.441569,1.710199,-7.034937,-0.135800,0.874500,-1.025700,2
-9.441569,1.631746,-6.956484,-0.135500,0.874500,-1.025600,2
-9.441569,1.631746,-6.956484,-0.135300,0.874500,-1.025500,2
-9.441569,1.592519,-6.799577,-0.135000,0.874500,-1.025400,2
-9.402342,1.435613,-6.760351,-0.134700,0.874500,-1.025300,2
-9.402342,1.435613,-6.760351,-0.134400,0.874500,-1.025100,2
-9.245436,1.435613,-6.721124,-0.134100,0.874500,-1.024900,2
-9.049303,1.278707,-6.564218,-0.133800,0.874500,-1.024600,2
-8.892397,1.004120,-6.485765,-0.133400,0.874500,-1.024300,2
-8.617810,0.807987,-6.407311,-0.133100,0.874500,-1.024100,2
-8.617810,0.807987,-6.407311,-0.132800,0.874600,-1.023900,2
-8.421678,0.729534,-6.407311,-0.132600,0.874600,-1.023600,2
-8.147091,0.651081,-6.289631,-0.132400,0.874700,-1.023300,2
-8.147091,0.651081,-6.289631,-0.132300,0.874800,-1.023000,2
-8.029411,0.572628,-6.132725,-0.132100,0.874900,-1.022800,2
-8.147091,0.533401,-6.132725,-0.131900,0.875000,-1.022500,2
-8.500131,0.611854,-6.054272,-0.131700,0.875100,-1.022300,2
-8.500131,0.611854,-6.054272,-0.131500,0.875200,-1.022000,2
-8.853169,0.690307,-6.093498,-0.131300,0.875300,-1.021700,2
-9.245436,0.768761,-5.897366,-0.131000,0.875500,-1.021500,2
-9.480796,0.729534,-5.858139,-0.130700,0.875600,-1.021200,2
-9.480796,0.729534,-5.858139,-0.130300,0.875900,-1.020800,2
-9.676929,0.807987,-5.818913,-0.129900,0.876000,-1.020500,2
-9.716155,0.729534,-5.818913,-0.129400,0.876300,-1.020100,2
-9.833835,0.690307,-5.975819,-0.128900,0.876500,-1.019700,2
-9.833835,0.690307,-5.975819,-0.128300,0.876700,-1.019300,2
-9.912289,0.533401,-5.975819,-0.127700,0.876900,-1.018900,2
-9.951514,0.494174,-6.015045,-0.127000,0.877100,-1.018500,2
-9.833835,0.454948,-6.093498,-0.126300,0.877300,-1.018100,2
-9.833835,0.454948,-6.093498,-0.125500,0.877400,-1.017700,2
-9.598475,0.415721,-6.015045,-0.124700,0.877700,-1.017200,2
-9.441569,0.415721,-6.015045,-0.123700,0.877800,-1.016800,2
-9.441569,0.415721,-6.015045,-0.122700,0.877900,-1.016300,2
-9.284663,0.415721,-5.975819,-0.121600,0.878100,-1.015900,2
-9.245436,0.337268,-6.015045,-0.120400,0.878300,-1.015400,2
-9.323890,0.298042,-6.093498,-0.119200,0.878300,-1.014900,2
-9.245436,0.219588,-6.171951,-0.117800,0.878400,-1.014300,2
-9.245436,0.219588,-6.171951,-0.116400,0.878400,-1.013800,2
-9.245436,0.101908,-6.328858,-0.114800,0.878500,-1.013200,2
-9.127756,0.000000,-6.485765,-0.113200,0.878500,-1.012600,2
-9.127756,0.000000,-6.485765,-0.111500,0.878600,-1.012000,2
-9.049303,-0.054998,-6.603444,-0.109700,0.878600,-1.011400,2
-8.931623,-0.251131,-6.681898,-0.107800,0.878800,-1.010800,2
-8.813943,-0.368811,-6.799577,-0.105900,0.878900,-1.010100,2
-8.813943,-0.368811,-6.799577,-0.103900,0.879000,-1.009400,2
-8.735491,-0.329584,-6.878031,-0.101900,0.879200,-1.008700,2
-8.657037,-0.329584,-6.917257,-0.099800,0.879500,-1.007900,2
-8.657037,-0.329584,-6.917257,-0.097800,0.879600,-1.007100,2
-8.657037,-0.290357,-7.034937,-0.095700,0.879800,-1.006200,2
-8.578584,-0.251131,-7.113390,-0.093700,0.880000,-1.005200,2
-8.500131,-0.211904,-7.191844,-0.091600,0.880100,-1.004300,2
-8.500131,-0.211904,-7.270297,-0.089600,0.880200,-1.003300,2
-8.500131,-0.211904,-7.270297,-0.087600,0.880200,-1.002200,2
-8.421678,-0.211904,-7.387976,-0.085600,0.880100,-1.001000,2
-8.382451,-0.211904,-7.427203,-0.083600,0.880000,-0.999800,2
-8.382451,-0.211904,-7.427203,-0.081700,0.879900,-0.998500,2
-8.382451,-0.368811,-7.466430,-0.079800,0.879600,-0.997200,2
-8.421678,-0.643397,-7.623336,-0.078000,0.879400,-0.995700,2
-8.421678,-0.643397,-7.623336,-0.076300,0.879100,-0.994300,2
-8.421678,-0.761077,-7.662562,-0.074500,0.878800,-0.992800,2
-8.578584,-0.761077,-7.701789,-0.072800,0.878500,-0.991300,2
-8.696263,-0.682624,-7.741016,-0.071100,0.878300,-0.989800,2
-8.735491,-0.447264,-7.741016,-0.069500,0.878100,-0.988200,2
-8.735491,-0.447264,-7.741016,-0.067900,0.877800,-0.986600,2
-8.735491,-0.172678,-7.741016,-0.066400,0.877800,-0.984900,2
-8.774717,0.000000,-7.701789,-0.064900,0.877700,-0.983200,2
-8.774717,0.000000,-7.701789,-0.063600,0.877700,-0.981500,2
-8.853169,0.101908,-7.623336,-0.062100,0.877700,-0.979700,2
-9.010077,0.141135,-7.584109,-0.060900,0.877700,-0.977900,2
-9.323890,0.376495,-7.466430,-0.059600,0.877800,-0.976000,2
-9.323890,0.376495,-7.466430,-0.058300,0.878000,-0.974100,2
-9.441569,0.533401,-7.387976,-0.057000,0.878100,-0.972100,2
-9.520022,0.729534,-7.231070,-0.055800,0.878100,-0.970100,2
-9.559249,0.768761,-7.074163,-0.054600,0.878200,-0.968000,2
-9.480796,0.690307,-6.956484,-0.053500,0.878300,-0.965900,2
-9.480796,0.690307,-6.956484,-0.052500,0.878400,-0.963700,2
-9.559249,0.376495,-6.878031,-0.051500,0.878500,-0.961500,2
-9.755382,0.141135,-6.681898,-0.050500,0.878600,-0.959300,2
-9.755382,0.141135,-6.681898,-0.049600,0.878600,-0.957000,2
-9.951514,0.062682,-6.642671,-0.048800,0.878600,-0.954800,2
-10.147647,0.101908,-6.524991,-0.048000,0.878600,-0.952500,2
-10.304554,0.258815,-6.328858,-0.047200,0.878500,-0.950200,2
-10.304554,0.258815,-6.328858,-0.046500,0.878300,-0.947900,2
-10.422234,0.533401,-6.211178,-0.045900,0.878100,-0.945700,2
-10.579141,0.847214,-5.897366,-0.045300,0.877700,-0.943500,2
-10.618367,1.200253,-5.740459,-0.044700,0.877300,-0.941300,2
-10.618367,1.200253,-5.740459,-0.044100,0.876800,-0.939100,2
-10.618367,1.592519,-5.544326,-0.043600,0.876200,-0.936800,2
-10.618367,1.984785,-5.426646,-0.043100,0.875500,-0.934600,2
-10.696821,2.141692,-5.308967,-0.042600,0.874700,-0.932400,2
-10.696821,2.141692,-5.308967,-0.042100,0.873800,-0.930200,2
-10.853726,2.259372,-5.230514,-0.041700,0.872900,-0.928000,2
-10.971407,2.259372,-5.230514,-0.041200,0.871800,-0.925900,2
-10.971407,2.259372,-5.230514,-0.040900,0.870600,-0.923800,2
-11.089087,2.337825,-5.112833,-0.040500,0.869300,-0.921700,2
-11.167540,2.337825,-5.152060,-0.040200,0.867900,-0.919600,2
-11.089087,2.337825,-5.152060,-0.040000,0.866500,-0.917500,2
-11.049859,2.416278,-5.191287,-0.039700,0.865000,-0.915500,2
-11.049859,2.416278,-5.191287,-0.039400,0.863400,-0.913500,2
-11.010633,2.494731,-5.308967,-0.039100,0.861600,-0.911500,2
-10.853726,2.416278,-5.348193,-0.038800,0.859900,-0.909400,2
-10.853726,2.416278,-5.348193,-0.038400,0.858200,-0.907400,2
-10.736047,2.455505,-5.387420,-0.038000,0.856300,-0.905300,2
-10.657594,2.337825,-5.426646,-0.037600,0.854500,-0.903200,2
-10.500687,2.298598,-5.583552,-0.037200,0.852600,-0.901000,2
-10.461461,2.298598,-5.740459,-0.036600,0.850700,-0.898700,2
-10.461461,2.298598,-5.740459,-0.036000,0.848800,-0.896400,2
-10.383007,2.102465,-5.897366,-0.035400,0.847000,-0.893900,2
-10.265328,1.984785,-6.093498,-0.034700,0.845100,-0.891400,2
-10.265328,1.984785,-6.093498,-0.033900,0.843200,-0.888800,2
-10.265328,1.867105,-6.368085,-0.033300,0.841300,-0.885900,2
-10.108421,1.788652,-6.368085,-0.032600,0.839500,-0.882900,2
-9.912289,1.749426,-6.446538,-0.032100,0.837700,-0.879900,2
-9.912289,1.749426,-6.446538,-0.031600,0.836100,-0.876600,2
-9.833835,1.749426,-6.564218,-0.031100,0.834400,-0.873100,2
-9.833835,1.749426,-6.642671,-0.030600,0.832800,-0.869500,2
-9.912289,1.788652,-6.681898,-0.030100,0.831400,-0.865500,2
-9.912289,1.788652,-6.681898,-0.029600,0.830000,-0.861400,2
-10.108421,1.906332,-6.681898,-0.029000,0.828700,-0.857000,2
-10.226101,1.867105,-6.799577,-0.028400,0.827500,-0.852300,2
-10.226101,1.867105,-6.799577,-0.027800,0.826300,-0.847300,2
-10.461461,1.984785,-6.917257,-0.027200,0.825400,-0.842000,2
-10.657594,1.984785,-7.034937,-0.026400,0.824500,-0.836300,2
-10.657594,1.984785,-7.034937,-0.025600,0.823600,-0.830200,2
-10.853726,2.024012,-7.191844,-0.024800,0.822900,-0.823800,2
-10.814501,1.984785,-7.309523,-0.023900,0.822300,-0.817100,2
-10.892954,1.906332,-7.427203,-0.022900,0.821800,-0.810000,2
-10.892954,1.788652,-7.466430,-0.021900,0.821500,-0.802600,2
-10.892954,1.788652,-7.466430,-0.020800,0.821300,-0.794700,2
-11.010633,1.749426,-7.544883,-0.019700,0.821200,-0.786600,2
-11.089087,1.670973,-7.544883,-0.018600,0.821200,-0.778100,2
-11.128313,1.710199,-7.584109,-0.017300,0.821300,-0.769200,2
-11.128313,1.710199,-7.584109,-0.016000,0.821600,-0.759800,2
-11.049859,1.749426,-7.623336,-0.014600,0.821900,-0.750200,2
-10.892954,1.749426,-7.662562,-0.013200,0.822300,-0.740300,2
-10.892954,1.749426,-7.662562,-0.011700,0.822800,-0.729900,2
-10.736047,1.827879,-7.623336,-0.010100,0.823400,-0.719200,2
-10.461461,1.867105,-7.662562,-0.008500,0.824000,-0.708300,2
-10.304554,1.867105,-7.662562,-0.006900,0.824800,-0.697000,2
-10.147647,1.827879,-7.701789,-0.005100,0.825600,-0.685500,2
-10.147647,1.827879,-7.701789,-0.003300,0.826500,-0.673800,2
-10.069195,1.827879,-7.662562,-0.001400,0.827400,-0.661700,2
-9.912289,1.788652,-7.701789,0.000400,0.828200,-0.649500,2
-9.912289,1.788652,-7.701789,0.002300,0.829200,-0.636900,2
-9.794608,1.749426,-7.701789,0.004400,0.830300,-0.624000,2
-9.598475,1.670973,-7.701789,0.006600,0.831400,-0.611100,2
-9.441569,1.553293,-7.701789,0.008700,0.832600,-0.598100,2
-9.441569,1.553293,-7.701789,0.010900,0.833700,-0.584800,2
-9.206209,1.474840,-7.741016,0.013400,0.835100,-0.571300,2
-9.049303,1.357160,-7.741016,0.015800,0.836600,-0.557900,2
-9.049303,1.357160,-7.741016,0.018300,0.838200,-0.544300,2
-8.853169,1.278707,-7.701789,0.020800,0.839900,-0.530600,2
-8.696263,1.239480,-7.780242,0.023500,0.841500,-0.516700,2
-8.617810,1.121800,-7.701789,0.026200,0.843400,-0.502900,2
-8.500131,1.004120,-7.741016,0.029000,0.845500,-0.489000,2
-8.500131,1.004120,-7.741016,0.031800,0.847600,-0.475200,2
-8.382451,0.886441,-7.780242,0.034600,0.849800,-0.461300,2
-8.382451,0.847214,-7.780242,0.037500,0.852100,-0.447400,2
-8.382451,0.847214,-7.780242,0.040500,0.854600,-0.433600,2
-8.303997,0.768761,-7.780242,0.043400,0.857200,-0.419800,2
-8.264771,0.611854,-7.780242,0.046500,0.859900,-0.406000,2
-8.225544,0.572628,-7.819469,0.049500,0.862700,-0.392200,2
-8.186318,0.494174,-7.819469,0.052600,0.865600,-0.378600,2
-8.186318,0.494174,-7.819469,0.055700,0.868500,-0.365000,2
-8.186318,0.376495,-7.780242,0.058900,0.871600,-0.351400,2
-8.029411,0.258815,-7.780242,0.062200,0.874600,-0.338000,2
-8.029411,0.258815,-7.780242,0.065500,0.877800,-0.324600,2
-7.911731,0.219588,-7.780242,0.068800,0.880900,-0.311500,2
-7.833279,0.219588,-7.741016,0.072200,0.884100,-0.298300,2
-7.833279,0.180362,-7.741016,0.075600,0.887300,-0.285400,2
-7.833279,0.180362,-7.741016,0.079000,0.890600,-0.272400,2
-7.950958,0.180362,-7.741016,0.082400,0.893700,-0.259700,2
-8.147091,0.180362,-7.701789,0.085900,0.896900,-0.247100,2
-8.382451,0.101908,-7.701789,0.089400,0.900000,-0.234600,2
-8.539357,0.062682,-7.741016,0.092900,0.903000,-0.222300,2
-8.539357,0.062682,-7.741016,0.096400,0.906100,-0.210100,2
-8.657037,0.000000,-7.701789,0.099800,0.909000,-0.198200,2
-8.657037,0.000000,-7.701789,0.103300,0.911800,-0.186300,2
-8.774717,0.000000,-7.701789,0.106700,0.914600,-0.174600,2
-8.892397,-0.054998,-7.701789,0.110200,0.917200,-0.163100,2
-9.010077,-0.054998,-7.662562,0.113600,0.919700,-0.151800,2
-9.127756,0.000000,-7.662562,0.116900,0.922100,-0.140700,2
-9.127756,0.000000,-7.662562,0.120100,0.924400,-0.129700,2
-9.206209,0.000000,-7.505656,0.123300,0.926500,-0.118900,2
-9.206209,0.062682,-7.387976,0.126400,0.928400,-0.108200,2
-9.206209,0.062682,-7.387976,0.129500,0.930200,-0.097800,2
-9.441569,0.141135,-7.152617,0.132500,0.931900,-0.087500,2
-9.755382,0.298042,-7.113390,0.135300,0.933400,-0.077400,2
-10.186874,0.454948,-6.995710,0.138100,0.934700,-0.067600,2
-10.618367,0.572628,-6.956484,0.140800,0.936000,-0.057900,2
-10.618367,0.572628,-6.956484,0.143400,0.936900,-0.048300,2
-10.814501,0.611854,-6.917257,0.145900,0.937700,-0.039100,2
-11.010633,0.611854,-6.878031,0.148400,0.938300,-0.029900,2
-11.010633,0.611854,-6.878031,0.150600,0.938800,-0.021000,2
-11.167540,0.494174,-6.995710,0.152800,0.939000,-0.012200,2
-11.324446,0.298042,-7.152617,0.154900,0.939000,-0.003700,2
-11.559806,0.101908,-7.309523,0.156800,0.939000,0.004600,2
-11.559806,0.101908,-7.309523,0.158600,0.938800,0.012700,2
-11.755939,-0.094225,-7.466430,0.160200,0.938400,0.020600,2
-11.677485,-0.447264,-7.544883,0.161700,0.937800,0.028200,2
-11.442126,-0.721850,-7.623336,0.163000,0.937100,0.035700,2
-11.442126,-0.721850,-7.623336,0.164300,0.936200,0.042800,2
-11.049859,-0.878757,-7.584109,0.165300,0.935200,0.049800,2
-10.657594,-0.878757,-7.623336,0.166200,0.934100,0.056500,2
-10.657594,-0.878757,-7.623336,0.166900,0.932800,0.063000,2
-10.304554,-0.761077,-7.662562,0.167600,0.931500,0.069300,2
-10.108421,-0.447264,-7.741016,0.168200,0.930100,0.075400,2
-9.951514,-0.290357,-7.701789,0.168600,0.928500,0.081200,2
-9.951514,0.000000,-7.701789,0.168900,0.927000,0.086800,2
-9.951514,0.000000,-7.701789,0.169000,0.925400,0.092100,2
-9.912289,0.258815,-7.741016,0.169000,0.923900,0.097200,2
-9.951514,0.494174,-7.819469,0.168900,0.922300,0.102100,2
-9.951514,0.494174,-7.819469,0.168700,0.920700,0.106600,2
-9.990742,0.651081,-7.819469,0.168400,0.919300,0.111000,2
-10.069195,0.690307,-7.819469,0.168000,0.917900,0.115100,2
-10.108421,0.729534,-7.858696,0.167400,0.916500,0.118900,2
-10.108421,0.729534,-7.937149,0.166700,0.915200,0.122500,2
-10.108421,0.729534,-7.937149,0.165800,0.913900,0.125900,2
-10.186874,0.690307,-7.976376,0.164700,0.912800,0.129000,2
-10.343781,0.651081,-8.015602,0.163400,0.911600,0.131800,2
-10.461461,0.651081,-8.094055,0.162000,0.910600,0.134500,2
-10.539914,0.572628,-8.094055,0.160400,0.909600,0.137200,2
-10.539914,0.572628,-8.094055,0.158600,0.908800,0.139400,2
-10.539914,0.651081,-8.250961,0.156700,0.907800,0.141600,2
-10.343781,0.572628,-8.250961,0.154600,0.906800,0.143600,2
-10.186874,0.611854,-8.211735,0.152600,0.905900,0.145500,2
-10.186874,0.611854,-8.211735,0.150500,0.905000,0.147200,2
-10.108421,0.533401,-8.250961,0.148300,0.904000,0.148700,2
-9.912289,0.533401,-8.250961,0.146100,0.903000,0.150100,2
-9.912289,0.533401,-8.250961,0.143900,0.902000,0.151400,2
-9.637702,0.533401,-8.290188,0.141800,0.901100,0.152500,2
-9.402342,0.533401,-8.368641,0.139600,0.900200,0.153500,2
-9.402342,0.533401,-8.368641,0.137600,0.899300,0.154600,2
-9.166983,0.572628,-8.290188,0.135500,0.898400,0.155400,2
-9.010077,0.611854,-8.172508,0.133500,0.897500,0.156100,2
-8.931623,0.651081,-8.211735,0.131500,0.896700,0.156700,2
-8.931623,0.651081,-8.211735,0.129600,0.895900,0.157300,2
-8.892397,0.690307,-8.250961,0.127800,0.895300,0.157700,2
-10.069195,0.572628,-6.250405,0.126000,0.894600,0.158100,2
-10.304554,0.690307,-6.093498,0.124300,0.894100,0.158500,2
-10.422234,0.847214,-5.897366,0.122600,0.893600,0.158700,2
-10.422234,0.847214,-5.897366,0.121000,0.893100,0.158900,2
-10.539914,1.004120,-5.740459,0.119400,0.892700,0.159100,2
-10.657594,0.964894,-5.701232,0.117800,0.892200,0.159200,2
-10.657594,0.964894,-5.701232,0.116400,0.891900,0.159400,2
-10.775273,0.886441,-5.701232,0.114900,0.891400,0.159600,2
-10.853726,0.807987,-5.701232,0.113600,0.891000,0.159600,2
-10.853726,0.768761,-5.740459,0.112300,0.890600,0.159800,2
-10.853726,0.768761,-5.740459,0.111100,0.890100,0.160000,2
-10.853726,0.651081,-5.897366,0.110100,0.889500,0.160100,2
-10.853726,0.454948,-5.936592,0.109100,0.888900,0.160300,2
-10.892954,0.454948,-5.936592,0.108100,0.888200,0.160700,2
-10.892954,0.454948,-5.936592,0.107300,0.887400,0.161100,2
-10.932179,0.337268,-5.897366,0.106700,0.886700,0.161600,2
-11.089087,0.376495,-5.858139,0.106000,0.885900,0.162100,2
-11.245994,0.651081,-5.858139,0.105400,0.885000,0.162900,2
-11.245994,0.651081,-5.858139,0.104900,0.884000,0.163700,2
